exchange,market_type,symbol_raw,leverage_max,price_usd,volume_24h_usd,open_interest_base,open_interest_usd,daily_snapshot
drift,CROSS,1KMEW-USD,4,2.48858,0.0,0.0,0.0,2026-01-23
drift,CROSS,1KMON-USD,5,18.12021,364640.932823,4532.9,82137.099909,2026-01-23
drift,CROSS,1KPUMP-USD,5,2.5103,18943.581815,43757.0,109843.1971,2026-01-23
drift,CROSS,1KWEN-USD,4,0.035257,0.0,460.0,16.21822,2026-01-23
drift,CROSS,1MBONK-USD,10,9.0669,207357.27775,49850.7,451991.31183,2026-01-23
drift,CROSS,1MPEPE-USD,4,4.9705,0.0,3832.0,19046.956000000002,2026-01-23
drift,CROSS,2Z-USD,5,0.125656,68970.606648,282188.0,35458.615328,2026-01-23
drift,CROSS,ADA-USD,10,0.361226,10702.29188,246124.0,88906.388024,2026-01-23
drift,CROSS,AI16Z-USD,4,0.082422,0.0,3577.0,294.823494,2026-01-23
drift,CROSS,APT-USD,10,1.555986,21269.945429,47650.9,74144.1332874,2026-01-23
drift,CROSS,ARB-USD,10,0.177398,943.924297,135765.0,24084.43947,2026-01-23
drift,CROSS,ASTER-USD,10,0.611024,77586.307454,327109.0,199871.449616,2026-01-23
drift,CROSS,AVAX-USD,10,12.15485,5673.91044,13319.5,161896.524575,2026-01-23
drift,CROSS,BERA-USD,5,0.793483,132291.996672,473441.0,375667.38500300003,2026-01-23
drift,CROSS,BNB-USD,10,887.83958,38891.735712,319.08,283291.85318639997,2026-01-23
drift,CROSS,BREAKPOINT-USD,1,1e-06,0.0,0.0,0.0,2026-01-23
drift,CROSS,BTC-USD,101,89829.016956,26467524.71205,776.5113,69753246.73422562,2026-01-23
drift,CROSS,CLOUD-USD,2,0.060401,17655.866221,244258.0,14753.427458,2026-01-23
drift,CROSS,DBR-USD,2,0.024672,0.0,0.0,0.0,2026-01-23
drift,CROSS,DEMOCRATS-USD,1,1e-06,0.0,0.0,0.0,2026-01-23
drift,CROSS,DOGE-USD,10,0.124578,16618.444423,4039088.0,503181.50486399996,2026-01-23
drift,CROSS,DRIFT-USD,5,0.148796,206627.2162,9285066.0,1381580.680536,2026-01-23
drift,CROSS,DYM-USD,5,0.242627,0.0,547.0,132.716969,2026-01-23
drift,CROSS,ETH-USD,101,2949.875381,9973771.354148,10602.646,31276484.408858128,2026-01-23
drift,CROSS,FARTCOIN-USD,10,0.301576,1138537.253213,3066533.0,924792.756008,2026-01-23
